,IP,Datetime,2,3,Type,Bytes,Source,Request
807,192.112.36.4,2015-07-22 20:00:01.933456,CD,AUTH,NS,172800,ch.,h.nic.ch.
808,192.112.36.4,2015-07-22 20:00:01.933456,CD,ADD,A,172800,a.nic.ch.,130.59.1.80
809,192.112.36.4,2015-07-22 20:00:01.933456,CD,ADD,A,172800,b.nic.ch.,130.59.211.10
810,192.112.36.4,2015-07-22 20:00:01.933456,CD,ADD,A,172800,c.nic.ch.,147.28.0.39
811,192.112.36.4,2015-07-22 20:00:01.933456,CD,ADD,A,172800,d.nic.ch.,200.160.0.5
812,192.112.36.4,2015-07-22 20:00:01.933456,CD,ADD,A,172800,e.nic.ch.,194.0.17.1
813,192.112.36.4,2015-07-22 20:00:01.933456,CD,ADD,A,172800,f.nic.ch.,194.146.106.10
814,192.112.36.4,2015-07-22 20:00:01.933456,CD,ADD,A,172800,h.nic.ch.,194.42.48.120
815,192.112.36.4,2015-07-22 20:00:01.933456,CD,ADD,AAAA,172800,a.nic.ch.,2001:620::4
816,192.112.36.4,2015-07-22 20:00:01.933456,CD,ADD,AAAA,172800,b.nic.ch.,2001:620::5
817,192.112.36.4,2015-07-22 20:00:01.933456,CD,ADD,AAAA,172800,c.nic.ch.,2001:418:1::39
818,192.112.36.4,2015-07-22 20:00:01.933456,CD,ADD,AAAA,172800,d.nic.ch.,2001:12ff:0:a20::5
819,192.112.36.4,2015-07-22 20:00:01.933456,CD,ADD,AAAA,172800,e.nic.ch.,2001:678:3::1
820,192.112.36.4,2015-07-22 20:00:01.933456,CD,ADD,AAAA,172800,f.nic.ch.,2001:67c:1010:2::53
821,192.112.36.4,2015-07-22 20:00:01.933704,CD,AUTH,NS,172800,ch.,e.nic.ch.
822,192.112.36.4,2015-07-22 20:00:01.933704,CD,AUTH,NS,172800,ch.,d.nic.ch.
823,192.112.36.4,2015-07-22 20:00:01.933704,CD,AUTH,NS,172800,ch.,f.nic.ch.
824,192.112.36.4,2015-07-22 20:00:01.933704,CD,AUTH,NS,172800,ch.,a.nic.ch.
825,192.112.36.4,2015-07-22 20:00:01.933704,CD,AUTH,NS,172800,ch.,c.nic.ch.
826,192.112.36.4,2015-07-22 20:00:01.933704,CD,AUTH,NS,172800,ch.,h.nic.ch.
827,192.112.36.4,2015-07-22 20:00:01.933704,CD,AUTH,NS,172800,ch.,b.nic.ch.
828,192.112.36.4,2015-07-22 20:00:01.933704,CD,ADD,A,172800,a.nic.ch.,130.59.1.80
829,192.112.36.4,2015-07-22 20:00:01.933704,CD,ADD,A,172800,b.nic.ch.,130.59.211.10
830,192.112.36.4,2015-07-22 20:00:01.933704,CD,ADD,A,172800,c.nic.ch.,147.28.0.39
831,192.112.36.4,2015-07-22 20:00:01.933704,CD,ADD,A,172800,d.nic.ch.,200.160.0.5
832,192.112.36.4,2015-07-22 20:00:01.933704,CD,ADD,A,172800,e.nic.ch.,194.0.17.1
833,192.112.36.4,2015-07-22 20:00:01.933704,CD,ADD,A,172800,f.nic.ch.,194.146.106.10
834,192.112.36.4,2015-07-22 20:00:01.933704,CD,ADD,A,172800,h.nic.ch.,194.42.48.120
835,192.112.36.4,2015-07-22 20:00:01.933704,CD,ADD,AAAA,172800,a.nic.ch.,2001:620::4
836,192.112.36.4,2015-07-22 20:00:01.933704,CD,ADD,AAAA,172800,b.nic.ch.,2001:620::5
837,192.112.36.4,2015-07-22 20:00:01.933704,CD,ADD,AAAA,172800,c.nic.ch.,2001:418:1::39
838,192.112.36.4,2015-07-22 20:00:01.933704,CD,ADD,AAAA,172800,d.nic.ch.,2001:12ff:0:a20::5
839,192.112.36.4,2015-07-22 20:00:01.933704,CD,ADD,AAAA,172800,e.nic.ch.,2001:678:3::1
840,192.112.36.4,2015-07-22 20:00:01.933704,CD,ADD,AAAA,172800,f.nic.ch.,2001:67c:1010:2::53
841,192.112.36.4,2015-07-22 20:00:01.933831,CD,AUTH,NS,172800,ch.,b.nic.ch.
842,192.112.36.4,2015-07-22 20:00:01.933831,CD,AUTH,NS,172800,ch.,d.nic.ch.
843,192.112.36.4,2015-07-22 20:00:01.933831,CD,AUTH,NS,172800,ch.,c.nic.ch.
844,192.112.36.4,2015-07-22 20:00:01.933831,CD,AUTH,NS,172800,ch.,f.nic.ch.
845,192.112.36.4,2015-07-22 20:00:01.933831,CD,AUTH,NS,172800,ch.,h.nic.ch.
846,192.112.36.4,2015-07-22 20:00:01.933831,CD,AUTH,NS,172800,ch.,a.nic.ch.
847,192.112.36.4,2015-07-22 20:00:01.933831,CD,AUTH,NS,172800,ch.,e.nic.ch.
848,192.112.36.4,2015-07-22 20:00:01.933831,CD,ADD,A,172800,a.nic.ch.,130.59.1.80
849,192.112.36.4,2015-07-22 20:00:01.933831,CD,ADD,A,172800,b.nic.ch.,130.59.211.10
850,192.112.36.4,2015-07-22 20:00:01.933831,CD,ADD,A,172800,c.nic.ch.,147.28.0.39
851,192.112.36.4,2015-07-22 20:00:01.933831,CD,ADD,A,172800,d.nic.ch.,200.160.0.5
852,192.112.36.4,2015-07-22 20:00:01.933831,CD,ADD,A,172800,e.nic.ch.,194.0.17.1
853,192.112.36.4,2015-07-22 20:00:01.933831,CD,ADD,A,172800,f.nic.ch.,194.146.106.10
854,192.112.36.4,2015-07-22 20:00:01.933831,CD,ADD,A,172800,h.nic.ch.,194.42.48.120
855,192.112.36.4,2015-07-22 20:00:01.933831,CD,ADD,AAAA,172800,a.nic.ch.,2001:620::4
856,192.112.36.4,2015-07-22 20:00:01.933831,CD,ADD,AAAA,172800,b.nic.ch.,2001:620::5
857,192.112.36.4,2015-07-22 20:00:01.933831,CD,ADD,AAAA,172800,c.nic.ch.,2001:418:1::39
858,192.112.36.4,2015-07-22 20:00:01.933831,CD,ADD,AAAA,172800,d.nic.ch.,2001:12ff:0:a20::5
859,192.112.36.4,2015-07-22 20:00:01.933831,CD,ADD,AAAA,172800,e.nic.ch.,2001:678:3::1
860,192.112.36.4,2015-07-22 20:00:01.933831,CD,ADD,AAAA,172800,f.nic.ch.,2001:67c:1010:2::53
861,194.0.17.1,2015-07-22 20:00:01.947442,CD,AUTH,NS,3600,unibas.ch.,ns2-ext.unibas.ch.
862,194.0.17.1,2015-07-22 20:00:01.947442,CD,AUTH,NS,3600,unibas.ch.,ns1-ext.unibas.ch.
863,194.0.17.1,2015-07-22 20:00:01.947442,CD,AUTH,NS,3600,unibas.ch.,scsnms.switch.ch.
864,194.0.17.1,2015-07-22 20:00:01.947442,CD,ADD,A,3600,ns2-ext.unibas.ch.,131.152.227.93
865,194.0.17.1,2015-07-22 20:00:01.947442,CD,ADD,A,3600,scsnms.switch.ch.,130.59.10.30
866,194.0.17.1,2015-07-22 20:00:01.947442,CD,ADD,A,3600,scsnms.switch.ch.,130.59.1.30
867,194.0.17.1,2015-07-22 20:00:01.947442,CD,ADD,AAAA,3600,scsnms.switch.ch.,2001:620::1
868,194.0.17.1,2015-07-22 20:00:01.947442,CD,ADD,A,3600,ns1-ext.unibas.ch.,131.152.227.92
869,194.0.17.1,2015-07-22 20:00:01.947459,CD,AUTH,NS,3600,unibas.ch.,ns1-ext.unibas.ch.
870,194.0.17.1,2015-07-22 20:00:01.947459,CD,AUTH,NS,3600,unibas.ch.,ns2-ext.unibas.ch.
871,194.0.17.1,2015-07-22 20:00:01.947459,CD,AUTH,NS,3600,unibas.ch.,scsnms.switch.ch.
872,194.0.17.1,2015-07-22 20:00:01.947459,CD,ADD,A,3600,ns1-ext.unibas.ch.,131.152.227.92
873,194.0.17.1,2015-07-22 20:00:01.947459,CD,ADD,A,3600,scsnms.switch.ch.,130.59.1.30
874,194.0.17.1,2015-07-22 20:00:01.947459,CD,ADD,A,3600,scsnms.switch.ch.,130.59.10.30
875,194.0.17.1,2015-07-22 20:00:01.947459,CD,ADD,AAAA,3600,scsnms.switch.ch.,2001:620::1
876,194.0.17.1,2015-07-22 20:00:01.947459,CD,ADD,A,3600,ns2-ext.unibas.ch.,131.152.227.93
877,194.0.17.1,2015-07-22 20:00:01.947822,CD,AUTH,NS,3600,unibas.ch.,scsnms.switch.ch.
878,194.0.17.1,2015-07-22 20:00:01.947822,CD,AUTH,NS,3600,unibas.ch.,ns2-ext.unibas.ch.
879,194.0.17.1,2015-07-22 20:00:01.947822,CD,AUTH,NS,3600,unibas.ch.,ns1-ext.unibas.ch.
880,194.0.17.1,2015-07-22 20:00:01.947822,CD,ADD,A,3600,scsnms.switch.ch.,130.59.10.30
881,194.0.17.1,2015-07-22 20:00:01.947822,CD,ADD,A,3600,scsnms.switch.ch.,130.59.1.30
882,194.0.17.1,2015-07-22 20:00:01.947822,CD,ADD,AAAA,3600,scsnms.switch.ch.,2001:620::1
883,194.0.17.1,2015-07-22 20:00:01.947822,CD,ADD,A,3600,ns1-ext.unibas.ch.,131.152.227.92
884,194.0.17.1,2015-07-22 20:00:01.947822,CD,ADD,A,3600,ns2-ext.unibas.ch.,131.152.227.93
885,194.0.17.1,2015-07-22 20:00:01.947945,CD,AUTH,NS,3600,unibas.ch.,scsnms.switch.ch.
886,194.0.17.1,2015-07-22 20:00:01.947945,CD,AUTH,NS,3600,unibas.ch.,ns2-ext.unibas.ch.
887,194.0.17.1,2015-07-22 20:00:01.947945,CD,AUTH,NS,3600,unibas.ch.,ns1-ext.unibas.ch.
888,194.0.17.1,2015-07-22 20:00:01.947945,CD,ADD,A,3600,scsnms.switch.ch.,130.59.1.30
889,194.0.17.1,2015-07-22 20:00:01.947945,CD,ADD,A,3600,scsnms.switch.ch.,130.59.10.30
890,194.0.17.1,2015-07-22 20:00:01.947945,CD,ADD,AAAA,3600,scsnms.switch.ch.,2001:620::1
891,194.0.17.1,2015-07-22 20:00:01.947945,CD,ADD,A,3600,ns1-ext.unibas.ch.,131.152.227.92
892,194.0.17.1,2015-07-22 20:00:01.947945,CD,ADD,A,3600,ns2-ext.unibas.ch.,131.152.227.93
893,202.101.224.68,2015-07-22 20:00:01.955561,RA,AUTH,NS,69680,21.117.in-addr.arpa.,ns.jxncptt.net.cn.
894,202.101.224.68,2015-07-22 20:00:01.955561,RA,AUTH,NS,69680,21.117.in-addr.arpa.,ns.jxjjptt.net.cn.
895,202.101.224.68,2015-07-22 20:00:01.955561,RA,ADD,A,6330,ns.jxncptt.net.cn.,202.101.224.68
896,202.101.224.68,2015-07-22 20:00:01.955561,RA,ADD,A,35202,ns.jxjjptt.net.cn.,202.101.226.68
897,202.12.31.140,2015-07-22 20:00:01.965060,AA,AUTH,SOA,172800,120.in-addr.arpa.,ns1.apnic.net.
898,144.122.95.52,2015-07-22 20:00:01.965308,CD,AUTH,NS,43200,satko.com.tr.,dns1.satko.com.tr.
899,144.122.95.52,2015-07-22 20:00:01.965308,CD,AUTH,NS,43200,satko.com.tr.,dns2.satko.com.tr.
900,144.122.95.52,2015-07-22 20:00:01.965308,CD,ADD,A,43200,dns1.satko.com.tr.,193.192.96.2
901,144.122.95.52,2015-07-22 20:00:01.965308,CD,ADD,A,43200,dns2.satko.com.tr.,193.192.96.4
902,144.122.95.52,2015-07-22 20:00:01.965434,CD,AUTH,NS,43200,satko.com.tr.,dns2.satko.com.tr.
903,144.122.95.52,2015-07-22 20:00:01.965434,CD,AUTH,NS,43200,satko.com.tr.,dns1.satko.com.tr.
904,144.122.95.52,2015-07-22 20:00:01.965434,CD,ADD,A,43200,dns1.satko.com.tr.,193.192.96.2
905,144.122.95.52,2015-07-22 20:00:01.965434,CD,ADD,A,43200,dns2.satko.com.tr.,193.192.96.4
906,144.122.95.52,2015-07-22 20:00:01.965702,CD,AUTH,NS,43200,satko.com.tr.,dns2.satko.com.tr.
907,144.122.95.52,2015-07-22 20:00:01.965702,CD,AUTH,NS,43200,satko.com.tr.,dns1.satko.com.tr.
908,144.122.95.52,2015-07-22 20:00:01.965702,CD,ADD,A,43200,dns2.satko.com.tr.,193.192.96.4
909,144.122.95.52,2015-07-22 20:00:01.965702,CD,ADD,A,43200,dns1.satko.com.tr.,193.192.96.2
910,144.122.95.52,2015-07-22 20:00:01.965810,CD,AUTH,NS,43200,satko.com.tr.,dns2.satko.com.tr.
911,144.122.95.52,2015-07-22 20:00:01.965810,CD,AUTH,NS,43200,satko.com.tr.,dns1.satko.com.tr.
912,144.122.95.52,2015-07-22 20:00:01.965810,CD,ADD,A,43200,dns1.satko.com.tr.,193.192.96.2
913,144.122.95.52,2015-07-22 20:00:01.965810,CD,ADD,A,43200,dns2.satko.com.tr.,193.192.96.4
914,212.103.160.22,2015-07-22 20:00:01.972053,AA,ANS,PTR,86400,153.154.44.197.in-addr.arpa.,host-197.44.154.153-static.tedata.net.
915,217.35.209.187,2015-07-22 20:00:01.998163,AA,ANS,PTR,604800,153.92.154.81.in-addr.arpa.,host81-154-92-153.range81-154.btcentralplus.com.
916,217.35.209.187,2015-07-22 20:00:01.998163,AA,AUTH,NS,604800,92.154.81.in-addr.arpa.,ns20.bt.net.
917,217.35.209.187,2015-07-22 20:00:01.998163,AA,AUTH,NS,604800,92.154.81.in-addr.arpa.,ns21.bt.net.
918,202.12.31.140,2015-07-22 20:00:02.009164,AA,AUTH,SOA,172800,42.in-addr.arpa.,ns1.apnic.net.
919,199.212.0.53,2015-07-22 20:00:02.033520,AA,AUTH,SOA,172800,39.in-addr.arpa.,ns1.apnic.net.
920,221.228.255.2,2015-07-22 20:00:02.036020,AA,AUTH,SOA,3600,103.180.in-addr.arpa.,nmc1.ptt.js.cn.103.180.in-addr.arpa.
921,130.59.1.30,2015-07-22 20:00:02.047265,AA,ANS,CNAME,1800,153.224.152.131.in-addr.arpa.,153.128/25.224.152.131.in-addr.arpa.
922,130.59.1.30,2015-07-22 20:00:02.047265,AA,AUTH,SOA,900,152.131.in-addr.arpa.,ns3-service.urz.unibas.ch.
923,130.59.1.30,2015-07-22 20:00:02.047300,"AA,CD",ANS,A,1800,ns1-ext.unibas.ch.,131.152.227.92
924,130.59.1.30,2015-07-22 20:00:02.047300,"AA,CD",AUTH,NS,1800,unibas.ch.,ns2-ext.unibas.ch.
925,130.59.1.30,2015-07-22 20:00:02.047300,"AA,CD",AUTH,NS,1800,unibas.ch.,scsnms.switch.ch.
926,130.59.1.30,2015-07-22 20:00:02.047300,"AA,CD",AUTH,NS,1800,unibas.ch.,ns1-ext.unibas.ch.
927,130.59.1.30,2015-07-22 20:00:02.047300,"AA,CD",ADD,A,86400,scsnms.switch.ch.,130.59.1.30
928,130.59.1.30,2015-07-22 20:00:02.047300,"AA,CD",ADD,A,86400,scsnms.switch.ch.,130.59.10.30
929,130.59.1.30,2015-07-22 20:00:02.047300,"AA,CD",ADD,AAAA,86400,scsnms.switch.ch.,2001:620::1
930,130.59.1.30,2015-07-22 20:00:02.047300,"AA,CD",ADD,A,1800,ns2-ext.unibas.ch.,131.152.227.93
931,130.59.1.30,2015-07-22 20:00:02.047513,"AA,CD",ANS,A,1800,ns2-ext.unibas.ch.,131.152.227.93
932,130.59.1.30,2015-07-22 20:00:02.047513,"AA,CD",AUTH,NS,1800,unibas.ch.,ns2-ext.unibas.ch.
933,130.59.1.30,2015-07-22 20:00:02.047513,"AA,CD",AUTH,NS,1800,unibas.ch.,ns1-ext.unibas.ch.
934,130.59.1.30,2015-07-22 20:00:02.047513,"AA,CD",AUTH,NS,1800,unibas.ch.,scsnms.switch.ch.
935,130.59.1.30,2015-07-22 20:00:02.047513,"AA,CD",ADD,A,86400,scsnms.switch.ch.,130.59.10.30
936,130.59.1.30,2015-07-22 20:00:02.047513,"AA,CD",ADD,A,86400,scsnms.switch.ch.,130.59.1.30
937,130.59.1.30,2015-07-22 20:00:02.047513,"AA,CD",ADD,AAAA,86400,scsnms.switch.ch.,2001:620::1
938,130.59.1.30,2015-07-22 20:00:02.047513,"AA,CD",ADD,A,1800,ns1-ext.unibas.ch.,131.152.227.92
939,130.59.1.30,2015-07-22 20:00:02.047532,"AA,CD",AUTH,SOA,900,unibas.ch.,ns3-service.urz.unibas.ch.
940,130.59.1.30,2015-07-22 20:00:02.047763,"AA,CD",AUTH,SOA,900,unibas.ch.,ns3-service.urz.unibas.ch.
941,204.61.215.62,2015-07-22 20:00:02.053880,-,AUTH,NS,86400,20.147.179.in-addr.arpa.,ORION.VIVO.COM.BR.
942,204.61.215.62,2015-07-22 20:00:02.053880,-,AUTH,NS,86400,20.147.179.in-addr.arpa.,LYNX.VIVO.COM.BR.
943,204.61.215.62,2015-07-22 20:00:02.053880,-,AUTH,NS,86400,20.147.179.in-addr.arpa.,AQUARIUS.VIVO.COM.BR.
944,204.61.215.62,2015-07-22 20:00:02.053880,-,AUTH,NS,86400,20.147.179.in-addr.arpa.,HERCULES.VIVO.COM.BR.
945,202.12.31.140,2015-07-22 20:00:02.063501,AA,AUTH,SOA,172800,106.in-addr.arpa.,ns1.apnic.net.
946,202.12.31.140,2015-07-22 20:00:02.074120,AA,AUTH,SOA,172800,182.in-addr.arpa.,ns1.apnic.net.
947,202.12.31.140,2015-07-22 20:00:02.085239,-,AUTH,NS,86400,47.248.122.in-addr.arpa.,ns1.datacenter.net.id.
948,202.12.31.140,2015-07-22 20:00:02.085239,-,AUTH,NS,86400,47.248.122.in-addr.arpa.,ns2.datacenter.net.id.
949,204.61.217.1,2015-07-22 20:00:02.088234,CD,AUTH,NS,86400,xtratelecom.es.,dns1.ibercom.com.
950,204.61.217.1,2015-07-22 20:00:02.088234,CD,AUTH,NS,86400,xtratelecom.es.,dns2.ibercom.com.
951,204.61.217.1,2015-07-22 20:00:02.088252,CD,AUTH,NS,86400,xtratelecom.es.,dns1.ibercom.com.
952,204.61.217.1,2015-07-22 20:00:02.088252,CD,AUTH,NS,86400,xtratelecom.es.,dns2.ibercom.com.
953,204.61.217.1,2015-07-22 20:00:02.088262,CD,AUTH,NS,86400,xtratelecom.es.,dns2.ibercom.com.
954,204.61.217.1,2015-07-22 20:00:02.088262,CD,AUTH,NS,86400,xtratelecom.es.,dns1.ibercom.com.
955,204.61.217.1,2015-07-22 20:00:02.088362,CD,AUTH,NS,86400,xtratelecom.es.,dns2.ibercom.com.
956,204.61.217.1,2015-07-22 20:00:02.088362,CD,AUTH,NS,86400,xtratelecom.es.,dns1.ibercom.com.
957,139.91.191.3,2015-07-22 20:00:02.093857,AA,AUTH,SOA,172800,189.91.139.in-addr.arpa.,dns1.ics.forth.gr.
958,89.228.7.221,2015-07-22 20:00:02.094234,AA,ANS,PTR,86400,153.244.190.37.in-addr.arpa.,host-37-190-244-153.dynamic.mm.pl.
959,202.12.31.140,2015-07-22 20:00:02.095605,AA,AUTH,SOA,172800,125.in-addr.arpa.,ns1.apnic.net.
960,207.236.176.21,2015-07-22 20:00:02.099357,AA,ANS,PTR,86400,154.228.230.64.in-addr.arpa.,dis24-ottawa23_GE0-2.net.bell.ca.
961,199.212.0.53,2015-07-22 20:00:02.100354,-,AUTH,NS,86400,246.16.182.in-addr.arpa.,ns2.interlink.net.id.
962,199.212.0.53,2015-07-22 20:00:02.100354,-,AUTH,NS,86400,246.16.182.in-addr.arpa.,ns1.interlink.net.id.
963,139.91.151.70,2015-07-22 20:00:02.103724,"AA,CD",ANS,A,172800,grdns-us.ics.forth.gr.,199.4.28.219
964,139.91.151.70,2015-07-22 20:00:02.103724,"AA,CD",AUTH,NS,172800,ics.forth.gr.,grdns-br.ics.forth.gr.
965,139.91.151.70,2015-07-22 20:00:02.103724,"AA,CD",AUTH,NS,172800,ics.forth.gr.,dns1.ics.forth.gr.
966,139.91.151.70,2015-07-22 20:00:02.103724,"AA,CD",AUTH,NS,172800,ics.forth.gr.,estia.ics.forth.gr.
967,139.91.151.70,2015-07-22 20:00:02.103724,"AA,CD",AUTH,NS,172800,ics.forth.gr.,grdns.ics.forth.gr.
968,139.91.151.70,2015-07-22 20:00:02.103724,"AA,CD",AUTH,NS,172800,ics.forth.gr.,grdns-at.ics.forth.gr.
969,139.91.151.70,2015-07-22 20:00:02.103724,"AA,CD",AUTH,NS,172800,ics.forth.gr.,grdns-de.denic.de.
970,139.91.151.70,2015-07-22 20:00:02.103724,"AA,CD",ADD,A,172800,dns1.ics.forth.gr.,139.91.151.70
971,139.91.151.70,2015-07-22 20:00:02.103724,"AA,CD",ADD,A,172800,estia.ics.forth.gr.,139.91.191.3
972,139.91.151.70,2015-07-22 20:00:02.103724,"AA,CD",ADD,AAAA,172800,estia.ics.forth.gr.,2001:648:2c30::191:3
973,139.91.151.70,2015-07-22 20:00:02.103724,"AA,CD",ADD,A,172800,grdns.ics.forth.gr.,139.91.1.1
974,139.91.151.70,2015-07-22 20:00:02.103724,"AA,CD",ADD,A,172800,grdns-at.ics.forth.gr.,78.104.145.227
975,139.91.151.70,2015-07-22 20:00:02.103724,"AA,CD",ADD,A,172800,grdns-br.ics.forth.gr.,200.160.7.163
976,139.91.151.70,2015-07-22 20:00:02.103756,"AA,CD",ANS,AAAA,172800,grdns-us.ics.forth.gr.,2620:0:22b0:4:221:9bff:fe97:dc44
977,139.91.151.70,2015-07-22 20:00:02.103756,"AA,CD",AUTH,NS,172800,ics.forth.gr.,grdns-at.ics.forth.gr.
978,139.91.151.70,2015-07-22 20:00:02.103756,"AA,CD",AUTH,NS,172800,ics.forth.gr.,grdns-de.denic.de.
979,139.91.151.70,2015-07-22 20:00:02.103756,"AA,CD",AUTH,NS,172800,ics.forth.gr.,grdns.ics.forth.gr.
980,139.91.151.70,2015-07-22 20:00:02.103756,"AA,CD",AUTH,NS,172800,ics.forth.gr.,estia.ics.forth.gr.
981,139.91.151.70,2015-07-22 20:00:02.103756,"AA,CD",AUTH,NS,172800,ics.forth.gr.,dns1.ics.forth.gr.
982,139.91.151.70,2015-07-22 20:00:02.103756,"AA,CD",AUTH,NS,172800,ics.forth.gr.,grdns-br.ics.forth.gr.
983,139.91.151.70,2015-07-22 20:00:02.103756,"AA,CD",ADD,A,172800,dns1.ics.forth.gr.,139.91.151.70
984,139.91.151.70,2015-07-22 20:00:02.103756,"AA,CD",ADD,A,172800,estia.ics.forth.gr.,139.91.191.3
985,139.91.151.70,2015-07-22 20:00:02.103756,"AA,CD",ADD,AAAA,172800,estia.ics.forth.gr.,2001:648:2c30::191:3
986,139.91.151.70,2015-07-22 20:00:02.103756,"AA,CD",ADD,A,172800,grdns.ics.forth.gr.,139.91.1.1
987,139.91.151.70,2015-07-22 20:00:02.103756,"AA,CD",ADD,A,172800,grdns-at.ics.forth.gr.,78.104.145.227
988,139.91.151.70,2015-07-22 20:00:02.103756,"AA,CD",ADD,A,172800,grdns-br.ics.forth.gr.,200.160.7.163
989,218.38.181.90,2015-07-22 20:00:02.113097,AA,AUTH,SOA,43200,246.175.in-addr.arpa.,g.dns.kr.
990,202.175.36.8,2015-07-22 20:00:02.117096,AA,ANS,PTR,86400,153.149.109.27.in-addr.arpa.,nz149l153.bb27109.ctm.net.
991,131.152.227.93,2015-07-22 20:00:02.129461,"AA,CD",ANS,A,1800,ns1-ext.unibas.ch.,131.152.227.92
992,131.152.227.93,2015-07-22 20:00:02.129477,"AA,CD",AUTH,SOA,900,unibas.ch.,ns3-service.urz.unibas.ch.
993,131.152.227.93,2015-07-22 20:00:02.129486,"AA,CD",AUTH,SOA,900,unibas.ch.,ns3-service.urz.unibas.ch.
994,131.152.227.93,2015-07-22 20:00:02.129494,"AA,CD",ANS,A,1800,ns2-ext.unibas.ch.,131.152.227.93
995,23.74.25.32,2015-07-22 20:00:02.141081,AA,ANS,PTR,300,155.120.73.23.in-addr.arpa.,a23-73-120-155.deploy.static.akamaitechnologies.com.
996,203.119.26.3,2015-07-22 20:00:02.158444,AA,AUTH,SOA,86400,122.110.in-addr.arpa.,a.in-addr.cn.
997,202.101.226.68,2015-07-22 20:00:02.167694,RA,AUTH,NS,78824,175.220.in-addr.arpa.,ns.jxjjptt.net.cn.
998,202.101.226.68,2015-07-22 20:00:02.167694,RA,AUTH,NS,78824,175.220.in-addr.arpa.,ns.jxncptt.net.cn.
999,218.203.56.224,2015-07-22 20:00:02.177811,"AA,CD",AUTH,SOA,0,hl.chinamobile.com.,dns1.hl.chinamobile.com.
1000,218.203.56.224,2015-07-22 20:00:02.177937,"AA,CD",AUTH,SOA,0,hl.chinamobile.com.,dns1.hl.chinamobile.com.
1001,218.203.56.224,2015-07-22 20:00:02.177949,"AA,CD",AUTH,SOA,0,hl.chinamobile.com.,dns1.hl.chinamobile.com.
1002,218.203.56.224,2015-07-22 20:00:02.178061,"AA,CD",AUTH,SOA,0,hl.chinamobile.com.,dns1.hl.chinamobile.com.
1003,202.96.104.18,2015-07-22 20:00:02.210047,AA,AUTH,SOA,1800,149.183.in-addr.arpa.,ns.zjnbptt.net.cn.
1004,200.37.10.37,2015-07-22 20:00:02.215288,AA,AUTH,SOA,3600,65.181.in-addr.arpa.,dns3.unired.net.pe.
1005,193.0.9.6,2015-07-22 20:00:02.218910,AA,AUTH,SOA,86400,231.212.in-addr.arpa.,ns1.xtratelecom.es.
1006,131.152.227.93,2015-07-22 20:00:02.228281,AA,AUTH,SOA,900,152.131.in-addr.arpa.,ns3-service.urz.unibas.ch.
1007,177.79.237.228,2015-07-22 20:00:02.248146,AA,ANS,PTR,86400,155.20.147.179.in-addr.arpa.,179-147-20-155.user.vivozap.com.br.
1008,177.79.237.228,2015-07-22 20:00:02.248146,AA,AUTH,NS,86400,20.147.179.in-addr.arpa.,pinheiros2.vivo.com.br.
1009,177.79.237.228,2015-07-22 20:00:02.248146,AA,AUTH,NS,86400,20.147.179.in-addr.arpa.,guandu.vivo.com.br.
1010,177.79.237.228,2015-07-22 20:00:02.248146,AA,AUTH,NS,86400,20.147.179.in-addr.arpa.,comprido.vivo.com.br.
1011,177.79.237.228,2015-07-22 20:00:02.248146,AA,AUTH,NS,86400,20.147.179.in-addr.arpa.,tiete2.vivo.com.br.
1012,72.22.1.3,2015-07-22 20:00:02.249144,AA,ANS,A,60,ns1.consolidated.net.,72.22.1.3
1013,72.22.1.3,2015-07-22 20:00:02.249158,AA,ANS,A,3600,ns8.consolidated.net.,72.22.1.3
1014,72.22.1.3,2015-07-22 20:00:02.249278,AA,AUTH,SOA,900,consolidated.net.,dns01.consolidated.net.
1015,209.147.224.100,2015-07-22 20:00:02.259270,"AA,RA",AUTH,SOA,3600,mvsu.edu.,ns1.mvsu.edu.
1016,58.19.117.109,2015-07-22 20:00:02.259768,AA,AUTH,SOA,3600,93.183.IN-ADDR.ARPA.,zone1.hb.cnc.cn.
1017,24.200.241.6,2015-07-22 20:00:02.275254,AA,ANS,PTR,86400,155.224.130.66.in-addr.arpa.,modemcable155.224-130-66.mc.videotron.ca.
1018,24.200.241.6,2015-07-22 20:00:02.275254,AA,AUTH,NS,86400,130.66.in-addr.arpa.,vl-mo-dn009-fae1.mo.videotron.ca.
1019,24.200.241.6,2015-07-22 20:00:02.275254,AA,AUTH,NS,86400,130.66.in-addr.arpa.,vl-mo-dn010-fae1.mo.videotron.ca.
1020,24.200.241.6,2015-07-22 20:00:02.275254,AA,AUTH,NS,86400,130.66.in-addr.arpa.,vl-mo-dn011-fae1.mo.videotron.ca.
1021,24.200.241.6,2015-07-22 20:00:02.275254,AA,ADD,A,86400,vl-mo-dn011-fae1.mo.videotron.ca.,24.200.241.10
1022,24.200.241.6,2015-07-22 20:00:02.275254,AA,ADD,A,86400,vl-mo-dn010-fae1.mo.videotron.ca.,24.200.241.6
1023,24.200.241.6,2015-07-22 20:00:02.275254,AA,ADD,A,86400,vl-mo-dn009-fae1.mo.videotron.ca.,24.200.241.2
1024,213.195.64.129,2015-07-22 20:00:02.277509,"AA,CD",ANS,A,300,ns2.xtratelecom.es.,212.230.255.1
1025,213.195.64.129,2015-07-22 20:00:02.277509,"AA,CD",AUTH,NS,300,xtratelecom.es.,dns2.ibercom.com.
